"Data Import Template"
"Table:","Frappe App"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Frappe App","","","","","","","","","","","","~","Frappe App Testimonial","app_testimonials","",""
"Column Labels:","ID","Introduction","Application Name","Published","Icon","Headline","Publisher","Github","Cloud","Demo","Slideshow","Description","","ID","Author","Author Image","Testimonial"
"Column Name:","name","introduction","application_name","published","icon","headline","publisher","source_link","cloud_link","demo_link","slideshow","description","~","name","author","author_image","testimonial"
"Mandatory:","Yes","Yes","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","Yes","Yes"
"Type:","Data (text)","Text","Data","Check","Attach","Data","Link","Data","Data","Data","Link","Text","","Data","Data","Attach","Text Editor"
"Info:","","","","0 or 1","","","Valid Frappe Publisher","","","","Valid Website Slideshow","","","Leave blank for new records","","",""
"Start entering data below this line"
"","""ERPNext""","ERPNext is an Open Source web based ERP system built grounds up for the web. It features all basic modules such as Accounting, Inventory Mangament, CRM, Sales, Purchase, Projects, Human Resources and also tons of other feature to enable collaboration within your team. Try it out and we guarantee you will never look back.","ERPNext",1,"assets/frappe_io/images/erpnext.png","Open Source ERP Built For The Web","Web Notes","https://github.com/frappe/erpnext","https://erpnext.com/pricing-and-signup","","","<p>All-in-one app to manage your organization.</p>
<p>ERPNext is a popular, open source ERP built for small to medium sized businesses and covers most features for manufacturing, retail, distribution and service providers. <a href=""apps/erpnext/user-guide"">Check the user manual</a> for a full list of features included in ERPNext</p>
<br>
<img src=""/assets/frappe_io/images/desktop-1.png"" class=""img-responsive"">","","""000000152""","Amin Zayani, Germany","files/amin-zayani.jpg","Everyone who attended the Open Hardware Summit at MIT last week was so impressed with ERPNext, they truly believe, as I do, that it's the best ERP software in the world for our scale."
"","","","","","","","","","","","","","","""000000153""","Paul Stary, USA","files/paul-stary.jpg","We have searched for many years to find a hosted application to handle this data properly, including SalesForce Professional. ERPNext is far superior to everything we have looked at! Thanks again for a wonderful product!"
"","","","","","","","","","","","","","","""000000154""","Dimeji Matesun, Nigeria","files/dimeji-matesun.png","We are using ERPNext since 2010 and it has served our business very well. We are able to track all our smartphones with serial numbers, manage billing and also use ERPNext to streamline our administration. We have loved using the ERPNext application and it has put me on top of my business. I am confident that this is the SAP and Oracle of the Bottom of the Pyramid."
"","","","","","","","","","","","","","","""000000155""","Giorgio Vergano, Italy","files/giorgio-vergano.png","ERPNext is an economic solution for an ERP system that can easily adapt to the needs of any small medium company. Well thought, easy to manage it is one of the very few ERP solutions that offer also an integrated module for technical support."
"","","","","","","","","","","","","","","""000000156""","Zel Ortiz, Philippines","files/zel-ortiz.png","After trying so many ERP's, what I liked is the completeness and ease of use of ERPnext. Other ERP’s are very hard to use and learn."
"","","","","","","","","","","","","","","""000000157""","Mehul Mehta, India","files/mehul-mehta.png","We worked extensively on OpenERP and very nearly signed up for the same from a local vendor. Everything with the product was fine except that it just could not handle some very basic functions regarding batch manufacture, taxes, additional costs of purchase etc.. For all of these the vendor said we would have to customise at a reasonable cost which just did not fit into our scheme of things. Secondly I find ERPNext very user friendly compared with OpenBravo and OpenERP. As I keep working more on ERPNext I realise how much work you guys have put in and come out with a product that handles most of the functions without any hassles plus giving the additional option of customisation."
"","","","","","","","","","","","","","","""000000158""","Varshik Motwani, UAE","files/varshik-motwani.jpg","Again, THANK YOU for all your support and time. I want you guys to know that hands down, you guys are the best in what you do."
"","","","","","","","","","","","","","","""000000159""","Talal Al Jishi, Bahrain","files/talal-al-jishi.jpg","This email is after a very long time since I used ERPNext's online service when trying it out at that time (2011 I believe). &nbsp;I actually had no issues with your great software at that time; my partner was not fully convinced at that time, so we opted for Brightpearl instead. &nbsp;It did the job but is not really meeting my expectations. &nbsp;So a few months back, I asked my partner again to try out the software. &nbsp;And he gladly did the install and we tested it again. &nbsp;It works great and really meets all my business requirements. &nbsp;I have tested MANY other open source ERP systems, and I can confidently say that ERPNext is the one I prefer."
"","","","","","","","","","","","","","","""000000160""","Steven Brown, USA","files/steven-brown.jpg","Avana Corporation is a Sarasota, Florida based corporation dealing in LED Lighting Import/Export and Manufacturing. We are currently negotiating a 10 Million USD expansion program into the Tampa Bay area and believe ERPNext will be coming with us through this period. The efforts made by the team to bring this product to the small business market is astonishing. The product is great value for money."
"","","","","","","","","","","","","","","""000000161""","Hisham Farid, Egypt","files/hisham-farid.jpg","You have done a great project that competes with the major ERP systems worldwide, I am really proud of your product ERPNext and have an excellent success story with its implementation in an industrial company in Egypt which has two failure ERP systems before. I have a previous experience with ORACLE E-Business suite and Microsoft Dynamics AX , but really I found ERPNext much more better than those ERPs. It is the first ERP I found users love it because of its simplicity , ease of use and speed. The product size is very small -25MB compared with 70GB from others, it doesn't exhaust server resources as others. Please continue, you will be number one within next few years. I wish you all the best, and will support you all ways."
"","""shopping-cart""","Shopping Cart and Customer Portal for ERPNext","Shopping Cart",1,"assets/frappe_io/images/shopping-cart.png","","Web Notes","https://github.com/frappe/shopping-cart","","","","Shopping Cart and Customer Portal for ERPNext","","","","",""
"","""frappe-framework""","Full Stack Web Framework in Python and Javascript","Frappe Framework",1,"assets/frappe_io/images/frappe.png","","Web Notes","https://github.com/frappe/frappe","","","","Full Stack Web Framework in Python and Javascript","","","","",""
